# data/public-ice/critical/Critical-nucleus_analysis-trajectory/Critical-nucleus-analysis-melting nframes 1001 last 1001 stride 1
# frame nop chill_cubic chill_hex chill_interfacial chill_clathrate chill_interclathrate chill_water chill_ice chill_max chill_clus cut_ice cut_max cut_clus seed_ih seed_ic seed_both seed_ice seed_max seed_clus
714 2880 10 40 115 23 214 2478 50 17 22 125 101 3 78 39 33 150 102 5
715 2880 11 32 121 26 215 2475 43 13 21 190 104 7 84 61 25 170 108 5
716 2880 12 35 141 31 217 2444 47 12 26 171 103 6 93 39 25 157 103 5
717 2880 16 42 159 32 201 2430 58 30 27 230 142 8 108 68 44 220 118 9
718 2880 11 43 157 25 242 2402 54 36 18 228 122 8 71 72 39 182 126 5
719 2880 11 44 106 22 217 2480 55 33 19 157 121 4 84 29 39 152 116 4
720 2880 10 38 159 29 214 2430 48 18 29 171 70 7 90 59 13 162 112 5
721 2880 11 44 136 27 227 2435 55 27 29 140 116 3 75 30 36 141 117 3
722 2880 8 39 155 27 218 2433 47 16 28 190 100 8 75 34 36 145 103 4
723 2880 8 27 114 19 202 2510 35 15 17 161 101 6 75 16 36 127 103 3
724 2880 9 40 143 23 245 2420 49 17 28 129 93 4 72 21 31 124 100 3
725 2880 12 40 119 38 222 2449 52 24 26 236 94 10 66 41 25 132 94 4
726 2880 10 41 117 20 233 2459 51 23 27 154 53 8 85 44 6 135 63 6
727 2880 9 35 150 24 210 2452 44 17 27 129 63 6 61 26 6 93 63 3
728 2880 14 35 120 19 223 2469 49 11 29 98 64 3 82 18 0 100 58 4
729 2880 12 34 109 25 237 2463 46 24 18 146 84 6 90 20 24 134 84 5
730 2880 14 36 127 23 226 2454 50 23 23 155 79 7 81 15 25 121 85 4
731 2880 11 37 141 23 229 2439 48 16 27 139 79 6 66 18 30 114 90 3
732 2880 11 33 139 30 232 2435 44 15 27 137 79 5 73 11 25 109 75 3
733 2880 8 43 135 25 226 2443 51 18 29 122 77 4 75 15 25 115 79 4
734 2880 9 43 139 18 226 2445 52 28 25 138 90 5 66 18 30 114 90 3
735 2880 6 36 116 21 227 2474 42 8 23 126 78 5 75 15 25 115 79 4
736 2880 9 43 117 21 227 2463 52 19 27 126 90 4 54 18 30 102 90 2
737 2880 12 33 107 20 217 2491 45 16 23 90 66 3 57 15 25 97 73 3
738 2880 11 41 142 23 208 2455 52 13 35 103 79 3 51 19 25 95 83 2
739 2880 12 33 144 22 227 2442 45 18 26 160 86 6 110 18 30 158 86 7
740 2880 12 32 141 20 236 2439 44 11 27 105 79 3 49 41 29 119 81 3
741 2880 14 33 134 24 230 2445 47 14 27 168 92 7 60 38 32 130 92 4
742 2880 10 35 119 18 238 2460 45 12 29 148 86 5 49 35 31 115 89 3
743 2880 12 40 154 19 233 2422 52 18 33 120 84 4 56 22 30 108 84 3
744 2880 13 31 122 18 216 2480 44 15 25 113 75 4 49 63 21 133 81 5
745 2880 15 40 159 12 224 2430 55 30 26 117 93 3 72 26 30 128 92 4
746 2880 18 31 135 24 235 2437 49 20 28 139 89 5 60 26 30 116 92 3
747 2880 13 34 125 21 228 2459 47 21 24 108 82 3 53 15 25 93 69 3
748 2880 15 41 157 14 222 2431 56 24 30 134 82 5 53 71 25 149 83 5
749 2880 11 37 139 20 237 2436 48 14 31 92 80 2 53 29 25 107 81 3
750 2880 12 32 108 23 242 2463 44 18 23 131 81 5 53 43 25 121 81 4
751 2880 9 29 126 19 214 2483 38 17 20 133 73 6 41 19 25 85 73 2
752 2880 11 42 160 23 231 2413 53 17 34 145 83 6 77 41 25 143 81 6
753 2880 13 39 145 21 235 2427 52 17 31 224 148 5 105 58 25 188 136 4
754 2880 11 31 134 29 241 2434 42 13 26 201 87 6 101 59 25 185 85 7
755 2880 16 38 143 23 238 2422 54 26 25 186 118 5 72 57 36 165 109 4
756 2880 18 31 127 35 230 2439 49 19 25 201 109 5 95 55 25 175 107 4
757 2880 14 41 139 23 242 2421 55 20 27 166 102 5 56 57 36 149 109 3
758 2880 10 43 140 25 252 2410 53 18 27 199 105 7 80 25 36 141 117 3
759 2880 8 30 151 31 252 2408 38 13 24 172 60 6 80 65 24 169 80 6
760 2880 10 44 147 27 235 2417 54 10 42 168 78 8 71 31 19 121 79 4
761 2880 7 42 147 34 231 2419 49 13 32 183 79 8 85 71 21 177 73 8
762 2880 15 34 171 27 247 2386 49 19 26 159 73 8 117 53 21 191 95 7
763 2880 9 37 137 27 248 2422 46 17 24 172 83 7 73 43 21 137 83 5
764 2880 10 25 124 23 225 2473 35 17 19 121 73 5 73 43 21 137 73 5
765 2880 9 40 122 21 237 2451 49 8 40 128 68 6 104 42 0 146 68 6
766 2880 7 33 122 23 223 2472 40 13 28 130 92 4 104 32 22 158 84 5
767 2880 4 36 128 20 249 2443 40 14 26 122 52 5 120 0 0 120 52 4
768 2880 5 36 130 23 252 2434 41 11 26 121 71 4 69 7 19 95 71 3
769 2880 11 33 131 20 227 2458 44 12 29 128 66 4 95 16 16 127 77 3
770 2880 7 38 112 27 218 2478 45 19 23 188 89 7 81 45 19 145 81 5
771 2880 6 34 141 25 251 2423 40 11 29 122 60 5 88 0 0 88 52 4
772 2880 6 34 131 25 214 2470 40 12 25 130 82 5 84 12 28 124 88 4
773 2880 8 27 145 41 236 2423 35 14 20 178 66 9 117 21 19 157 71 8
774 2880 6 35 117 31 229 2462 41 11 30 152 66 7 81 21 19 121 71 5
775 2880 10 34 145 28 238 2425 44 10 32 129 65 6 81 7 19 107 71 4
776 2880 7 29 131 37 242 2434 36 12 23 139 65 6 98 23 25 146 71 5
777 2880 5 43 181 25 245 2381 48 13 30 124 54 5 90 18 0 108 54 4
778 2880 6 32 134 20 232 2456 38 12 23 119 65 4 90 18 0 108 54 4
779 2880 13 38 160 30 232 2407 51 14 35 178 62 7 96 52 6 154 54 6
780 2880 8 37 134 27 255 2419 45 17 28 144 54 8 112 42 0 154 54 7
781 2880 8 35 127 19 236 2455 43 14 25 152 70 6 94 44 0 138 70 5
782 2880 10 30 129 17 238 2456 40 8 29 106 36 6 96 22 0 118 36 7
783 2880 5 34 126 33 228 2454 39 7 27 144 36 8 130 0 0 130 36 7
784 2880 5 39 166 25 239 2406 44 7 36 96 26 6 84 14 0 98 26 6
785 2880 5 39 137 24 228 2447 44 4 33 102 26 6 96 36 0 132 26 8
786 2880 6 31 118 27 209 2489 37 4 31 125 52 6 102 22 0 124 44 6
787 2880 4 25 126 26 252 2447 29 2 27 117 29 8 63 43 7 113 29 7
788 2880 6 34 164 35 270 2371 40 3 34 167 31 10 56 73 6 135 31 7
789 2880 8 34 163 26 240 2409 42 3 35 107 31 6 80 33 6 119 31 6
790 2880 8 30 173 24 210 2435 38 5 31 148 42 8 103 37 6 146 42 7
791 2880 7 37 124 22 235 2455 44 5 35 167 26 10 111 48 6 165 32 9
792 2880 11 29 114 29 231 2466 40 8 24 172 42 8 80 64 18 162 34 9
793 2880 17 31 137 17 244 2434 48 6 38 147 37 8 72 95 12 179 37 10
794 2880 8 27 110 23 223 2489 35 4 26 128 28 8 78 60 12 150 28 9
795 2880 4 22 119 31 221 2483 26 3 23 150 58 6 81 78 12 171 33 8
796 2880 7 24 131 22 245 2451 31 2 27 163 31 9 86 55 6 147 25 9
797 2880 5 29 138 26 229 2453 34 5 25 164 36 9 86 42 12 140 28 8
798 2880 6 27 155 23 224 2445 33 2 29 134 24 9 84 84 8 176 38 9
799 2880 4 24 152 21 233 2446 28 2 27 164 26 11 88 54 6 148 32 8
800 2880 9 23 148 24 198 2478 32 2 29 102 20 7 74 32 0 106 20 7
801 2880 7 38 152 36 200 2447 45 4 40 124 26 8 122 32 0 154 44 9
802 2880 5 35 136 26 228 2450 40 4 36 132 32 8 64 32 0 96 32 5
803 2880 8 24 135 26 212 2475 32 2 30 134 32 8 64 60 0 124 32 7
804 2880 8 25 103 39 247 2458 33 3 29 110 26 8 84 14 0 98 26 7
805 2880 10 21 122 25 230 2472 31 2 28 136 44 8 116 32 0 148 44 9
806 2880 10 34 131 37 226 2442 44 3 37 140 20 11 124 0 0 124 20 9
807 2880 8 34 138 18 224 2458 42 3 37 80 20 6 80 0 0 80 20 6
808 2880 15 25 147 26 208 2459 40 3 33 104 24 7 104 0 0 104 24 6
809 2880 9 29 121 20 230 2471 38 2 35 116 24 8 104 0 0 104 24 7
810 2880 5 22 124 25 237 2467 27 3 25 98 24 7 92 0 0 92 24 6
811 2880 5 28 125 23 235 2464 33 2 29 104 24 7 92 0 0 92 24 6
812 2880 6 24 130 19 219 2482 30 3 25 142 44 8 107 20 12 139 44 7
813 2880 8 23 128 30 222 2469 31 2 27 130 24 9 132 14 0 146 24 11
814 2880 6 24 147 21 270 2412 30 6 25 150 30 10 117 12 6 135 33 8
815 2880 10 19 147 24 208 2472 29 1 29 172 32 10 141 0 0 141 27 10
816 2880 7 30 136 32 247 2428 37 2 35 158 32 9 132 21 15 168 36 10
817 2880 7 22 119 13 236 2483 29 1 29 172 32 12 134 9 9 152 56 9
818 2880 9 14 131 28 222 2476 23 2 22 133 27 7 179 12 2 193 39 11
819 2880 8 26 175 27 231 2413 34 1 34 180 82 9 138 40 2 180 50 10
820 2880 6 28 145 20 215 2466 34 2 30 131 35 8 110 17 11 138 44 8
821 2880 10 24 147 25 226 2448 34 3 28 144 32 9 152 5 9 166 32 9
822 2880 10 31 117 17 246 2459 41 4 30 160 27 9 116 40 2 158 39 9
823 2880 12 21 146 27 251 2423 33 3 28 175 47 9 127 58 2 187 47 10
824 2880 9 28 157 20 232 2434 37 5 27 202 40 12 132 37 9 178 40 10
825 2880 5 29 155 33 269 2389 34 2 32 145 36 7 115 41 5 161 38 8
826 2880 6 22 136 29 231 2456 28 3 25 187 49 10 131 23 9 163 49 8
827 2880 7 31 139 23 224 2456 38 4 28 204 34 13 126 36 6 168 34 11
828 2880 6 32 131 25 248 2438 38 3 33 184 52 9 122 66 8 196 50 10
829 2880 10 29 138 38 253 2412 39 6 29 182 58 11 102 70 8 180 54 11
830 2880 7 30 142 30 238 2433 37 4 29 170 56 10 126 62 8 196 46 12
831 2880 8 28 146 26 219 2453 36 2 32 194 68 10 124 74 8 206 80 10
832 2880 5 35 137 28 232 2443 40 4 31 245 87 12 131 66 8 205 93 10
833 2880 9 36 147 22 203 2463 45 4 38 182 36 10 106 52 8 166 42 10
834 2880 7 30 139 18 230 2456 37 2 34 164 42 11 130 66 8 204 42 12
835 2880 10 24 125 20 238 2463 34 2 32 163 30 11 116 36 10 162 38 10
836 2880 9 25 135 27 242 2442 34 3 29 136 26 10 96 8 6 110 26 8
837 2880 7 35 139 27 215 2457 42 4 36 168 34 10 146 36 6 188 30 12
838 2880 6 37 141 17 223 2456 43 3 38 170 38 9 134 8 6 148 30 9
839 2880 13 23 112 31 237 2464 36 3 31 178 30 12 176 22 6 204 46 12
840 2880 6 27 136 38 203 2470 33 3 27 174 40 10 122 22 6 150 40 8
841 2880 10 28 144 28 197 2473 38 3 36 162 40 10 110 50 6 166 40 9
842 2880 7 32 148 23 236 2434 39 2 37 230 42 13 156 56 0 212 40 13
843 2880 14 30 136 25 258 2417 44 3 40 222 52 13 114 48 8 170 52 10
844 2880 7 23 120 25 247 2458 30 3 26 190 62 11 78 82 2 162 38 10
845 2880 4 24 109 28 232 2483 28 2 27 203 61 10 90 76 8 174 38 11
846 2880 7 23 145 29 254 2422 30 2 29 139 23 9 86 82 6 174 34 11
847 2880 9 28 160 32 240 2411 37 4 32 166 34 11 86 78 6 170 34 11
848 2880 8 24 140 31 227 2450 32 2 30 202 42 12 74 94 6 174 50 10
849 2880 9 29 159 22 257 2404 38 3 32 135 49 8 74 65 6 145 49 8
850 2880 6 32 139 35 219 2449 38 2 35 170 34 10 38 78 6 122 34 6
851 2880 1 21 127 35 198 2498 22 3 19 132 28 8 44 70 0 114 20 8
852 2880 10 21 112 25 229 2483 31 4 25 116 30 7 44 72 0 116 30 7
853 2880 9 19 104 26 235 2487 28 2 27 123 25 8 44 67 0 111 25 7
854 2880 4 25 153 26 239 2433 29 2 28 76 20 5 44 60 0 104 20 7
855 2880 7 24 136 30 234 2449 31 3 24 134 28 8 36 88 0 124 28 8
856 2880 7 26 137 28 217 2465 33 2 30 117 29 7 45 68 3 116 29 6
857 2880 6 23 138 15 217 2481 29 2 26 78 14 6 24 28 0 52 14 4
858 2880 2 24 116 29 266 2443 26 2 23 80 18 6 24 32 0 56 18 4
859 2880 5 25 144 34 245 2427 30 2 29 102 22 7 36 50 0 86 22 6
860 2880 1 25 127 23 234 2470 26 2 25 72 22 5 12 36 0 48 22 3
861 2880 3 22 97 33 240 2485 25 2 23 48 22 3 24 22 0 46 22 3
862 2880 4 32 118 25 243 2458 36 3 31 86 50 4 57 38 3 98 50 5
863 2880 9 30 133 28 217 2463 39 5 28 158 82 7 75 74 9 158 82 7
864 2880 10 27 142 27 221 2453 37 6 26 168 82 7 39 64 9 112 86 3
865 2880 7 21 113 23 212 2504 28 2 25 90 32 5 62 30 6 98 32 5
866 2880 5 26 126 28 255 2440 31 2 28 149 26 11 66 8 6 80 32 5
867 2880 5 27 113 30 243 2462 32 2 31 104 32 7 78 22 6 106 32 7
868 2880 3 17 127 40 254 2439 20 2 19 122 14 10 60 14 0 74 14 6
869 2880 8 19 116 31 204 2502 27 2 24 104 20 8 78 36 6 120 20 9
870 2880 5 31 140 27 225 2452 36 3 28 128 34 7 72 44 12 128 34 7
871 2880 2 25 126 23 226 2478 27 2 25 118 34 8 72 30 12 114 34 7
872 2880 7 22 122 22 204 2503 29 3 24 162 14 13 96 42 0 138 14 11
873 2880 3 26 95 29 221 2506 29 2 24 104 32 7 90 8 6 104 32 7
874 2880 7 26 119 23 218 2487 33 3 28 92 32 6 66 8 6 80 32 5
875 2880 5 28 103 26 215 2503 33 2 30 106 32 7 54 8 6 68 32 4
876 2880 1 33 100 16 212 2518 34 3 30 102 36 5 60 8 6 74 32 4
877 2880 6 18 107 23 196 2530 24 2 23 84 24 5 84 0 0 84 24 5
878 2880 9 20 129 18 209 2495 29 2 26 117 34 6 66 36 6 108 34 6
879 2880 5 20 117 38 218 2482 25 2 24 94 34 5 54 22 6 82 34 4
880 2880 6 25 150 19 202 2478 31 2 27 96 24 7 60 0 0 60 24 4
881 2880 6 19 123 32 194 2506 25 3 21 84 12 7 78 8 6 92 20 7
882 2880 8 20 101 29 215 2507 28 2 26 68 20 5 54 8 6 68 20 5
883 2880 7 18 109 20 225 2501 25 2 24 102 32 6 84 0 0 84 24 5
884 2880 7 29 123 17 215 2489 36 3 29 136 38 8 96 5 9 110 38 6
885 2880 10 26 114 27 214 2489 36 2 32 78 30 5 72 9 9 90 30 5
886 2880 8 24 143 18 231 2456 32 3 29 80 32 5 102 8 6 116 32 7
887 2880 6 28 108 19 222 2497 34 2 31 96 20 7 42 22 6 70 20 5
888 2880 10 24 114 23 218 2491 34 3 30 108 24 7 42 12 6 60 24 4
889 2880 8 28 129 21 233 2461 36 3 31 132 36 7 72 23 9 104 38 5
890 2880 6 18 108 23 227 2498 24 2 22 93 23 6 42 40 6 88 24 6
891 2880 7 23 147 19 228 2456 30 3 27 119 23 9 92 0 0 92 20 7
892 2880 9 28 145 27 227 2444 37 7 26 136 26 10 96 19 9 124 26 9
893 2880 7 35 143 35 248 2412 42 4 38 108 12 9 60 14 0 74 14 6
894 2880 4 30 123 29 235 2459 34 3 29 140 24 10 90 8 6 104 20 8
895 2880 7 26 119 35 241 2452 33 7 26 154 20 12 66 36 6 108 20 8
896 2880 13 36 164 39 279 2349 49 4 39 111 23 8 66 22 6 94 20 7
897 2880 4 32 141 31 260 2412 36 2 31 108 34 7 78 40 6 124 36 8
898 2880 6 21 142 41 238 2432 27 2 25 141 24 9 104 34 12 150 56 8
899 2880 7 27 144 27 216 2459 34 3 28 110 32 7 86 34 6 126 52 7
900 2880 6 31 138 37 225 2443 37 4 30 84 20 6 62 48 6 116 52 6
901 2880 11 17 102 31 245 2474 28 2 24 107 23 7 92 28 0 120 24 8
902 2880 4 18 125 27 245 2461 22 1 22 126 14 10 90 22 6 118 20 9
903 2880 4 22 114 27 231 2482 26 2 25 126 14 10 90 36 6 132 20 10
904 2880 7 27 125 26 237 2458 34 2 29 118 56 6 60 38 12 110 48 6
905 2880 4 26 134 28 249 2439 30 2 28 114 20 8 78 36 6 120 20 9
906 2880 9 28 137 23 218 2465 37 2 32 108 36 7 72 30 12 114 20 8
907 2880 3 27 151 25 233 2441 30 2 28 86 24 6 62 36 6 104 28 7
908 2880 6 20 141 18 222 2473 26 2 25 114 31 7 77 61 3 141 51 8
909 2880 11 22 116 26 207 2498 33 2 32 115 27 7 108 48 12 168 54 9
910 2880 4 28 134 29 259 2426 32 3 28 196 36 13 123 35 9 167 48 9
911 2880 8 23 145 31 248 2425 31 2 29 165 24 11 141 23 9 173 36 10
912 2880 7 33 135 24 225 2456 40 2 34 199 48 10 117 65 15 197 82 8
913 2880 6 30 147 27 232 2438 36 2 34 181 44 7 84 68 12 164 82 6
914 2880 8 34 163 25 231 2419 42 2 35 172 42 10 90 74 6 170 48 9
915 2880 7 30 160 28 213 2442 37 2 33 154 32 10 84 44 12 140 24 9
916 2880 8 27 125 29 234 2457 35 3 31 145 25 10 84 48 12 144 24 9
917 2880 5 17 104 29 269 2456 22 2 20 152 36 8 100 40 6 146 48 7
918 2880 8 22 111 20 242 2477 30 3 25 96 24 7 54 22 6 82 32 5
919 2880 5 19 119 30 197 2510 24 3 22 96 22 7 42 50 6 98 20 7
920 2880 3 19 136 27 224 2471 22 2 19 112 30 7 48 66 6 120 30 7
921 2880 7 28 132 27 234 2452 35 3 28 188 40 9 100 75 6 181 46 7
922 2880 4 31 130 30 209 2476 35 3 30 140 26 10 72 71 0 143 43 8
923 2880 6 28 102 24 198 2522 34 2 30 112 26 7 84 28 0 112 26 7
924 2880 2 23 106 29 216 2504 25 1 25 150 40 10 84 42 0 126 40 8
925 2880 8 26 119 24 244 2459 34 2 33 160 26 12 84 28 0 112 14 9
926 2880 5 21 103 26 227 2498 26 2 24 119 21 9 104 31 1 136 29 9
927 2880 7 17 126 33 226 2471 24 2 22 157 31 10 93 60 0 153 32 10
928 2880 1 32 113 27 229 2478 33 2 29 136 26 9 84 46 0 130 26 8
929 2880 3 20 97 33 252 2475 23 2 22 95 35 5 92 42 4 138 35 7
930 2880 4 20 122 22 249 2463 24 3 19 122 41 5 86 61 10 157 55 6
931 2880 10 21 113 26 229 2481 31 3 25 119 33 8 75 44 9 128 40 7
932 2880 6 21 109 33 221 2490 27 2 26 128 20 10 90 26 6 122 26 7
933 2880 4 23 119 19 230 2485 27 2 25 126 32 8 96 8 6 110 24 7
934 2880 4 32 123 40 246 2435 36 2 33 153 33 8 93 21 11 125 33 6
935 2880 3 24 125 22 261 2445 27 1 27 147 28 8 78 44 6 128 32 8
936 2880 3 34 130 36 243 2434 37 4 25 121 37 7 84 40 0 124 22 9
937 2880 0 24 134 22 250 2450 24 2 22 114 24 8 60 12 6 78 24 5
938 2880 4 36 115 28 229 2468 40 2 38 108 36 7 54 16 6 76 28 5
939 2880 5 18 116 24 257 2460 23 2 20 138 36 9 60 74 0 134 26 8
940 2880 1 25 116 25 219 2494 26 2 24 126 24 8 58 44 2 104 28 6
941 2880 2 29 101 25 241 2482 31 3 27 130 30 9 84 42 0 126 24 9
942 2880 4 36 127 26 237 2450 40 3 34 88 14 7 36 42 0 78 14 6
943 2880 2 27 119 23 238 2471 29 1 29 76 14 6 36 14 0 50 14 4
944 2880 3 23 115 24 225 2490 26 2 24 124 26 9 60 14 0 74 14 6
945 2880 4 25 124 31 230 2466 29 2 28 119 24 8 69 0 0 69 24 4
946 2880 5 20 124 13 223 2495 25 3 22 100 14 8 60 14 0 74 14 6
947 2880 3 23 126 29 209 2490 26 3 23 157 35 10 108 32 0 140 24 10
948 2880 1 27 126 25 222 2479 28 2 25 110 26 8 96 14 0 110 26 8
949 2880 4 32 111 26 242 2465 36 3 31 118 18 9 84 46 0 130 18 10
950 2880 5 28 127 27 237 2456 33 2 30 163 21 12 120 46 0 166 18 13
951 2880 7 35 152 27 240 2419 42 3 35 122 24 8 108 14 0 122 24 9
952 2880 2 24 100 24 238 2492 26 3 22 148 14 12 96 28 0 124 24 9
953 2880 5 31 142 23 238 2441 36 2 34 164 24 12 144 32 0 176 36 10
954 2880 5 23 125 12 212 2503 28 2 27 140 24 9 108 32 0 140 24 9
955 2880 2 27 92 25 235 2499 29 2 27 112 40 7 84 40 0 124 40 7
956 2880 3 24 119 12 232 2490 27 2 25 100 40 5 96 40 0 136 40 7
957 2880 4 27 150 18 229 2452 31 2 30 118 18 9 72 54 0 126 40 7
958 2880 1 31 131 20 223 2474 32 2 29 66 14 5 48 32 0 80 18 6
959 2880 4 30 157 21 240 2428 34 2 32 112 26 8 60 30 0 90 30 6
960 2880 5 29 129 33 259 2425 34 3 29 184 26 13 72 44 0 116 30 8
961 2880 3 32 125 27 249 2444 35 2 34 66 30 4 36 30 0 66 30 4
962 2880 2 28 111 31 244 2464 30 4 25 30 18 2 24 32 0 56 32 3
963 2880 3 22 107 21 241 2486 25 2 23 54 18 4 36 18 0 54 18 4
964 2880 9 24 125 23 210 2489 33 2 30 64 14 5 36 14 0 50 14 4
965 2880 10 20 124 25 239 2462 30 2 27 26 14 2 24 0 0 24 12 2
966 2880 10 26 130 26 232 2456 36 3 33 74 18 5 24 32 0 56 18 4
967 2880 8 22 126 24 218 2482 30 2 28 64 14 5 24 32 0 56 18 4
968 2880 4 24 153 26 224 2449 28 3 23 92 18 7 24 32 0 56 18 4
969 2880 6 24 145 29 223 2453 30 2 25 80 18 6 48 32 0 80 18 6
970 2880 12 28 156 21 237 2426 40 4 32 102 48 5 36 48 0 84 30 5
971 2880 6 31 157 22 245 2419 37 2 32 112 24 7 54 40 6 100 20 7
972 2880 8 35 141 19 231 2446 43 5 35 102 30 5 60 44 0 104 26 6
973 2880 4 25 112 36 231 2472 29 2 27 88 22 6 78 46 6 130 30 7
974 2880 6 28 141 21 213 2471 34 3 29 122 46 6 69 59 3 131 43 7
975 2880 3 28 156 19 221 2453 31 2 30 94 34 4 30 84 6 120 34 5
976 2880 6 30 134 19 246 2445 36 4 31 108 42 5 33 73 3 109 43 5
977 2880 4 30 122 13 223 2488 34 4 27 90 24 6 22 98 2 122 30 6
978 2880 1 16 101 20 244 2498 17 2 16 119 41 6 35 103 1 139 45 8
979 2880 6 23 113 20 236 2482 29 4 24 198 28 11 82 118 2 202 32 11
980 2880 3 27 123 24 237 2466 30 3 27 146 38 7 70 68 2 140 28 8
981 2880 5 23 120 31 232 2469 28 3 21 166 38 9 58 88 2 148 34 8
982 2880 3 29 109 15 221 2503 32 3 27 138 30 8 48 60 0 108 26 7
983 2880 1 28 117 21 209 2504 29 2 27 172 30 10 68 90 0 158 34 9
984 2880 4 33 142 24 218 2459 37 4 30 168 34 10 48 108 0 156 34 9
985 2880 5 32 127 26 209 2481 37 2 32 136 70 6 60 94 0 154 46 9
986 2880 3 21 112 24 207 2513 24 2 23 154 66 8 72 74 0 146 26 10
987 2880 5 30 144 21 224 2456 35 3 32 152 56 8 78 54 6 138 30 9
988 2880 6 26 119 25 198 2506 32 3 28 124 26 8 60 74 0 134 26 9
989 2880 3 25 138 16 191 2507 28 2 27 118 26 6 60 46 0 106 26 7
990 2880 3 22 111 22 214 2508 25 2 24 204 52 11 84 78 0 162 26 10
991 2880 5 28 128 24 208 2487 33 2 30 112 62 5 130 54 2 186 62 10
992 2880 3 29 149 29 212 2458 32 2 28 128 26 8 72 70 0 142 66 7
993 2880 7 36 146 30 205 2456 43 3 36 176 66 10 96 56 0 152 66 8
994 2880 4 30 149 26 204 2467 34 2 30 110 26 7 60 42 0 102 26 7
995 2880 3 30 112 22 266 2447 33 2 31 158 26 11 48 28 0 76 14 6
996 2880 3 29 119 27 219 2483 32 3 29 88 26 6 48 64 0 112 18 8
997 2880 3 36 139 16 181 2505 39 3 33 90 14 7 48 42 0 90 14 7
998 2880 5 33 135 19 201 2487 38 3 33 82 18 6 48 46 0 94 18 7
999 2880 6 17 109 22 197 2529 23 2 22 116 38 6 24 54 0 78 26 5
1000 2880 1 25 123 21 226 2484 26 2 24 102 14 8 36 42 0 78 14 6
1001 2880 4 23 134 17 201 2501 27 1 27 124 30 8 12 46 0 58 18 4
