# data/public-ice/critical/Critical-nucleus_analysis-trajectory/Critical-nucleus-analysis-growing nframes 801 last 801 stride 1
# frame nop chill_cubic chill_hex chill_interfacial chill_clathrate chill_interclathrate chill_water chill_ice chill_max chill_clus cut_ice cut_max cut_clus seed_ih seed_ic seed_both seed_ice seed_max seed_clus
776 2880 188 158 327 25 180 2002 346 314 29 757 693 4 173 314 285 772 696 5
777 2880 176 168 329 23 206 1978 344 307 33 749 725 3 146 326 295 767 743 3
778 2880 186 153 293 18 189 2041 339 305 29 752 717 3 137 322 292 751 727 3
779 2880 193 151 300 15 192 2029 344 310 30 736 682 5 119 313 290 722 710 2
780 2880 194 151 266 15 171 2083 345 315 29 712 678 3 142 311 286 739 727 2
781 2880 176 136 277 20 176 2095 312 288 23 745 721 3 119 323 277 719 707 2
782 2880 186 155 306 12 156 2065 341 311 29 755 689 5 136 346 290 772 746 3
783 2880 185 151 281 21 157 2085 336 308 25 747 650 5 152 336 291 779 688 4
784 2880 180 157 303 16 164 2060 337 308 27 742 686 4 134 312 292 738 682 4
785 2880 183 155 264 24 172 2082 338 310 28 694 638 4 104 302 288 694 650 3
786 2880 166 150 310 26 181 2047 316 287 26 695 669 3 110 303 278 691 665 3
787 2880 170 151 275 19 171 2094 321 289 30 657 609 5 123 255 281 659 623 4
788 2880 180 160 274 18 151 2097 340 310 30 645 633 2 108 267 288 663 651 2
789 2880 174 146 279 20 159 2102 320 287 29 708 670 4 114 277 288 679 667 2
790 2880 180 153 273 14 157 2103 333 305 27 654 618 4 119 255 285 659 635 3
791 2880 169 144 313 19 167 2068 313 281 33 689 665 3 123 269 275 667 643 3
792 2880 179 148 258 19 177 2099 327 292 33 696 670 3 111 289 281 681 651 3
793 2880 174 162 308 21 164 2051 336 301 33 666 640 3 93 306 271 670 652 2
794 2880 180 157 292 16 181 2054 337 306 30 737 711 3 127 324 266 717 691 3
795 2880 164 151 280 26 185 2074 315 280 30 701 649 5 133 315 280 728 661 5
796 2880 173 165 291 22 197 2032 338 285 47 716 650 6 121 290 280 691 661 3
797 2880 168 148 297 25 186 2056 316 281 32 687 669 2 104 290 268 662 644 2
798 2880 165 140 252 23 191 2109 305 283 20 686 657 2 109 282 275 666 648 2
799 2880 164 149 277 16 203 2071 313 284 25 671 642 2 126 301 264 691 650 3
800 2880 174 146 275 21 187 2077 320 283 30 691 626 5 125 307 272 704 663 3
801 2880 168 161 288 17 166 2080 329 295 30 718 642 6 133 291 274 698 660 4
