# data/public-ice/nucleation/Ice_nucleation_trajectory/Nucleation_trajectory-2 nframes 1001 last 1001 stride 1
# frame nop chill_cubic chill_hex chill_interfacial chill_clathrate chill_interclathrate chill_water chill_ice chill_max chill_clus cut_ice cut_max cut_clus seed_ih seed_ic seed_both seed_ice seed_max seed_clus
821 2880 1467 454 370 9 40 540 1921 1911 11 2453 2453 1 140 1519 803 2462 2462 1
822 2880 1442 442 375 4 55 562 1884 1873 12 2458 2458 1 128 1523 815 2466 2466 1
823 2880 1486 469 338 2 55 530 1955 1940 13 2431 2431 1 117 1523 806 2446 2446 1
824 2880 1507 464 336 4 44 525 1971 1959 12 2472 2472 1 117 1525 816 2458 2458 1
825 2880 1495 468 361 9 35 512 1963 1954 8 2463 2463 1 122 1530 811 2463 2463 1
826 2880 1471 469 353 8 56 523 1940 1925 11 2436 2436 1 119 1520 811 2450 2450 1
827 2880 1510 473 350 4 53 490 1983 1959 20 2446 2446 1 120 1523 812 2455 2455 1
828 2880 1466 447 378 6 56 527 1913 1898 13 2444 2444 1 119 1510 813 2442 2442 1
829 2880 1425 437 372 7 54 585 1862 1854 9 2411 2411 1 118 1523 798 2439 2439 1
830 2880 1485 468 346 6 48 527 1953 1944 10 2445 2445 1 123 1531 801 2455 2455 1
831 2880 1514 477 348 4 54 483 1991 1976 14 2466 2466 1 130 1514 822 2466 2466 1
832 2880 1496 467 360 4 51 502 1963 1950 12 2463 2463 1 122 1532 810 2464 2464 1
833 2880 1497 478 349 4 45 507 1975 1962 14 2453 2453 1 125 1530 811 2466 2466 1
834 2880 1515 465 343 5 48 504 1980 1971 9 2456 2456 1 118 1543 800 2461 2461 1
835 2880 1515 463 363 6 62 471 1978 1969 10 2452 2452 1 123 1536 801 2460 2460 1
836 2880 1497 467 356 2 52 506 1964 1951 14 2454 2454 1 132 1534 809 2475 2475 1
837 2880 1495 462 346 4 59 514 1957 1949 8 2463 2463 1 140 1542 817 2499 2499 1
838 2880 1487 459 348 7 53 526 1946 1930 14 2465 2465 1 120 1532 818 2470 2470 1
839 2880 1472 441 364 7 72 524 1913 1902 12 2474 2474 1 123 1527 827 2477 2477 1
840 2880 1435 443 384 17 64 537 1878 1868 7 2436 2436 1 141 1504 835 2480 2480 1
841 2880 1397 445 372 14 59 593 1842 1826 14 2455 2455 1 158 1483 842 2483 2483 1
842 2880 1374 427 369 9 68 633 1801 1794 7 2383 2383 1 141 1430 854 2425 2425 1
843 2880 1384 436 359 15 68 618 1820 1816 5 2415 2415 1 164 1426 893 2483 2483 1
844 2880 1506 489 303 8 63 511 1995 1978 14 2511 2511 1 173 1454 890 2517 2517 1
845 2880 1521 504 328 10 54 463 2025 2022 4 2544 2544 1 183 1441 931 2555 2555 1
846 2880 1539 536 289 6 38 472 2075 2070 6 2532 2532 1 184 1427 952 2563 2563 1
847 2880 1543 538 303 7 42 447 2081 2079 3 2562 2562 1 165 1436 961 2562 2562 1
848 2880 1524 528 302 12 58 456 2052 2044 6 2537 2537 1 191 1409 974 2574 2574 1
849 2880 1558 541 299 7 40 435 2099 2092 7 2579 2579 1 173 1468 956 2597 2597 1
850 2880 1560 546 317 6 40 411 2106 2095 9 2596 2596 1 178 1451 981 2610 2610 1
851 2880 1570 541 311 10 46 402 2111 2101 10 2592 2592 1 187 1448 966 2601 2601 1
852 2880 1519 528 348 10 53 422 2047 2036 10 2578 2578 1 181 1456 974 2611 2611 1
853 2880 1511 522 339 3 42 463 2033 2017 13 2543 2543 1 191 1415 989 2595 2595 1
854 2880 1384 502 370 10 53 561 1886 1879 7 2492 2492 1 179 1390 978 2547 2547 1
855 2880 1482 564 298 9 50 477 2046 2041 6 2542 2542 1 184 1374 1012 2570 2570 1
856 2880 1461 628 300 8 34 449 2089 2084 6 2595 2595 1 231 1297 1102 2630 2630 1
857 2880 1554 658 268 3 38 359 2212 2208 5 2658 2658 1 248 1261 1163 2672 2672 1
858 2880 1551 661 277 10 39 342 2212 2210 3 2657 2657 1 271 1251 1159 2681 2681 1
859 2880 1601 689 239 3 30 318 2290 2289 2 2661 2661 1 249 1261 1159 2669 2669 1
860 2880 1542 671 297 2 20 348 2213 2212 2 2673 2673 1 260 1260 1170 2690 2690 1
861 2880 1607 696 242 4 25 306 2303 2298 6 2688 2688 1 252 1260 1189 2701 2701 1
862 2880 1603 713 221 1 36 306 2316 2312 4 2694 2694 1 243 1257 1195 2695 2695 1
863 2880 1595 705 232 3 24 321 2300 2298 3 2680 2680 1 238 1264 1185 2687 2687 1
864 2880 1617 717 236 3 32 275 2334 2332 3 2698 2698 1 249 1258 1207 2714 2714 1
865 2880 1629 722 218 3 23 285 2351 2349 3 2705 2705 1 245 1264 1193 2702 2702 1
866 2880 1609 694 253 3 32 289 2303 2298 6 2674 2674 1 257 1247 1185 2689 2689 1
867 2880 1593 701 258 4 36 288 2294 2292 3 2691 2691 1 244 1252 1205 2701 2701 1
868 2880 1611 708 246 6 31 278 2319 2315 5 2698 2698 1 257 1246 1214 2717 2717 1
869 2880 1628 722 233 8 27 262 2350 2348 3 2693 2693 1 243 1257 1209 2709 2709 1
870 2880 1565 693 288 4 24 306 2258 2255 4 2686 2686 1 256 1223 1227 2706 2706 1
871 2880 1654 752 215 1 17 241 2406 2402 5 2743 2743 1 258 1246 1257 2761 2761 1
872 2880 1652 754 221 1 11 241 2406 2402 5 2755 2755 1 277 1235 1264 2776 2776 1
873 2880 1651 755 235 2 17 220 2406 2395 8 2771 2771 1 275 1243 1266 2784 2784 1
874 2880 1651 773 217 3 22 214 2424 2423 2 2770 2770 1 270 1238 1272 2780 2780 1
875 2880 1655 765 231 5 14 210 2420 2416 4 2764 2764 1 282 1218 1278 2778 2778 1
876 2880 1639 762 242 2 22 213 2401 2399 3 2752 2752 1 269 1241 1265 2775 2775 1
877 2880 1657 767 217 2 17 220 2424 2420 5 2757 2757 1 263 1240 1257 2760 2760 1
878 2880 1628 746 265 2 17 222 2374 2371 3 2749 2749 1 275 1240 1249 2764 2764 1
879 2880 1604 724 284 4 17 247 2328 2324 5 2744 2744 1 275 1242 1242 2759 2759 1
880 2880 1650 763 222 1 15 229 2413 2411 3 2747 2747 1 270 1241 1249 2760 2760 1
881 2880 1655 778 206 5 17 219 2433 2428 5 2758 2758 1 270 1232 1253 2755 2755 1
882 2880 1647 768 222 5 14 224 2415 2407 6 2747 2747 1 265 1235 1247 2747 2747 1
883 2880 1644 765 227 3 20 221 2409 2407 3 2758 2758 1 269 1239 1260 2768 2768 1
884 2880 1616 751 258 3 21 231 2367 2358 8 2739 2739 1 267 1237 1247 2751 2751 1
885 2880 1637 758 221 2 23 239 2395 2393 3 2759 2759 1 265 1245 1241 2751 2751 1
886 2880 1611 763 251 6 28 221 2374 2371 4 2756 2756 1 277 1240 1245 2762 2762 1
887 2880 1512 734 320 4 25 285 2246 2240 5 2741 2741 1 307 1194 1280 2781 2781 1
888 2880 1522 682 344 3 17 312 2204 2194 10 2756 2756 1 283 1212 1306 2801 2801 1
889 2880 1613 765 250 3 14 235 2378 2378 1 2793 2793 1 272 1207 1330 2809 2809 1
890 2880 1679 795 207 3 14 182 2474 2473 2 2818 2818 1 266 1206 1347 2819 2819 1
891 2880 1700 826 189 0 16 149 2526 2526 1 2834 2834 1 271 1201 1370 2842 2842 1
892 2880 1778 853 151 0 11 87 2631 2630 2 2845 2845 1 243 1215 1389 2847 2847 1
893 2880 1765 863 156 0 14 82 2628 2625 4 2840 2840 1 257 1203 1383 2843 2843 1
894 2880 1754 853 171 1 13 88 2607 2607 1 2839 2839 1 258 1203 1383 2844 2844 1
895 2880 1775 880 140 0 4 81 2655 2653 3 2848 2848 1 250 1205 1402 2857 2857 1
896 2880 1780 883 131 0 6 80 2663 2663 1 2852 2852 1 245 1208 1402 2855 2855 1
897 2880 1810 892 106 0 2 70 2702 2702 1 2852 2852 1 244 1208 1404 2856 2856 1
898 2880 1790 868 146 0 6 70 2658 2658 1 2853 2853 1 245 1204 1409 2858 2858 1
899 2880 1740 846 202 0 6 86 2586 2586 1 2851 2851 1 246 1207 1406 2859 2859 1
900 2880 1801 869 129 2 5 74 2670 2670 1 2856 2856 1 238 1214 1409 2861 2861 1
901 2880 1818 888 100 2 3 69 2706 2706 1 2856 2856 1 248 1211 1401 2860 2860 1
902 2880 1802 876 122 1 5 74 2678 2678 1 2856 2856 1 245 1219 1395 2859 2859 1
903 2880 1810 895 104 4 6 61 2705 2705 1 2856 2856 1 246 1212 1401 2859 2859 1
904 2880 1804 878 114 2 5 77 2682 2681 2 2854 2854 1 243 1219 1397 2859 2859 1
905 2880 1799 880 128 1 3 69 2679 2679 1 2857 2857 1 243 1217 1398 2858 2858 1
906 2880 1805 878 112 4 3 78 2683 2683 1 2853 2853 1 245 1219 1393 2857 2857 1
907 2880 1807 873 125 0 3 72 2680 2679 2 2853 2853 1 246 1219 1392 2857 2857 1
908 2880 1816 884 100 1 4 75 2700 2700 1 2853 2853 1 246 1219 1388 2853 2853 1
909 2880 1819 883 96 2 5 75 2702 2702 1 2851 2851 1 246 1218 1389 2853 2853 1
910 2880 1800 841 152 2 5 80 2641 2641 1 2845 2845 1 246 1219 1387 2852 2852 1
911 2880 1791 860 136 1 3 89 2651 2650 2 2852 2852 1 245 1220 1387 2852 2852 1
912 2880 1810 877 108 2 7 76 2687 2687 1 2852 2852 1 246 1224 1385 2855 2855 1
913 2880 1782 847 156 2 7 86 2629 2626 4 2848 2848 1 247 1222 1380 2849 2849 1
914 2880 1802 863 131 0 3 81 2665 2664 2 2842 2842 1 241 1227 1379 2847 2847 1
915 2880 1810 863 111 3 4 89 2673 2673 1 2847 2847 1 239 1221 1387 2847 2847 1
916 2880 1810 849 131 1 6 83 2659 2659 1 2846 2846 1 241 1220 1385 2846 2846 1
917 2880 1807 867 113 1 4 88 2674 2673 2 2848 2848 1 239 1224 1385 2848 2848 1
918 2880 1800 849 134 1 7 89 2649 2649 1 2845 2845 1 241 1220 1384 2845 2845 1
919 2880 1788 857 143 2 2 88 2645 2645 1 2838 2838 1 241 1221 1383 2845 2845 1
920 2880 1792 863 130 1 9 85 2655 2655 1 2844 2844 1 242 1228 1376 2846 2846 1
921 2880 1800 880 110 1 6 83 2680 2680 1 2848 2848 1 239 1222 1387 2848 2848 1
922 2880 1810 831 151 1 9 78 2641 2640 2 2847 2847 1 242 1222 1383 2847 2847 1
923 2880 1796 855 137 0 7 85 2651 2651 1 2842 2842 1 241 1223 1381 2845 2845 1
924 2880 1799 870 121 3 7 80 2669 2668 2 2845 2845 1 241 1221 1383 2845 2845 1
925 2880 1810 880 99 3 9 79 2690 2690 1 2844 2844 1 244 1218 1382 2844 2844 1
926 2880 1801 862 131 1 11 74 2663 2663 1 2843 2843 1 241 1223 1381 2845 2845 1
927 2880 1801 848 139 2 2 88 2649 2649 1 2847 2847 1 242 1221 1384 2847 2847 1
928 2880 1792 868 127 2 6 85 2660 2659 2 2841 2841 1 243 1221 1383 2847 2847 1
929 2880 1792 863 125 0 8 92 2655 2655 1 2842 2842 1 240 1223 1380 2843 2843 1
930 2880 1802 856 124 0 9 89 2658 2657 2 2842 2842 1 240 1221 1383 2844 2844 1
931 2880 1794 879 109 0 8 90 2673 2673 1 2842 2842 1 240 1219 1384 2843 2843 1
932 2880 1795 858 127 1 6 93 2653 2653 1 2843 2843 1 240 1220 1383 2843 2843 1
933 2880 1773 860 145 5 6 91 2633 2633 1 2845 2845 1 242 1221 1383 2846 2846 1
934 2880 1792 857 136 1 9 85 2649 2649 1 2845 2845 1 242 1221 1384 2847 2847 1
935 2880 1786 869 138 1 8 78 2655 2654 2 2855 2855 1 244 1219 1390 2853 2853 1
936 2880 1819 891 87 1 5 77 2710 2710 1 2849 2849 1 240 1219 1393 2852 2852 1
937 2880 1820 879 102 3 2 74 2699 2697 3 2851 2851 1 239 1220 1393 2852 2852 1
938 2880 1814 875 112 2 8 69 2689 2689 1 2845 2845 1 238 1222 1392 2852 2852 1
939 2880 1811 890 103 1 4 71 2701 2701 1 2848 2848 1 238 1219 1396 2853 2853 1
940 2880 1828 894 82 2 5 69 2722 2722 1 2848 2848 1 239 1220 1394 2853 2853 1
941 2880 1823 894 90 3 5 65 2717 2716 2 2851 2851 1 238 1219 1395 2852 2852 1
942 2880 1793 880 121 1 7 78 2673 2672 2 2848 2848 1 239 1220 1392 2851 2851 1
943 2880 1825 899 81 2 4 69 2724 2724 1 2849 2849 1 240 1220 1391 2851 2851 1
944 2880 1802 875 117 3 8 75 2677 2677 1 2862 2862 1 240 1220 1392 2852 2852 1
945 2880 1796 885 114 2 5 78 2681 2680 2 2849 2849 1 240 1219 1393 2852 2852 1
946 2880 1771 866 147 0 8 88 2637 2636 2 2848 2848 1 239 1219 1394 2852 2852 1
947 2880 1802 887 115 3 4 69 2689 2688 2 2852 2852 1 237 1220 1396 2853 2853 1
948 2880 1796 887 108 3 7 79 2683 2682 2 2849 2849 1 240 1219 1393 2852 2852 1
949 2880 1788 865 137 2 7 81 2653 2652 2 2851 2851 1 240 1220 1391 2851 2851 1
950 2880 1805 885 114 1 5 70 2690 2690 1 2850 2850 1 242 1218 1391 2851 2851 1
951 2880 1825 890 90 1 6 68 2715 2714 2 2844 2844 1 239 1218 1390 2847 2847 1
952 2880 1795 877 119 3 4 82 2672 2672 1 2846 2846 1 242 1218 1390 2850 2850 1
953 2880 1771 862 152 2 4 89 2633 2632 2 2849 2849 1 240 1220 1390 2850 2850 1
954 2880 1764 876 157 0 6 77 2640 2640 1 2847 2847 1 240 1220 1393 2853 2853 1
955 2880 1808 886 109 1 7 69 2694 2693 2 2848 2848 1 240 1219 1396 2855 2855 1
956 2880 1828 894 85 2 8 63 2722 2722 1 2850 2850 1 241 1217 1393 2851 2851 1
957 2880 1804 887 111 0 8 70 2691 2690 2 2850 2850 1 240 1220 1391 2851 2851 1
958 2880 1798 885 116 2 3 76 2683 2681 2 2849 2849 1 239 1223 1389 2851 2851 1
959 2880 1800 866 132 1 2 79 2666 2665 2 2848 2848 1 242 1223 1387 2852 2852 1
960 2880 1808 852 135 0 6 79 2660 2659 2 2851 2851 1 240 1222 1390 2852 2852 1
961 2880 1797 869 131 5 4 74 2666 2666 1 2847 2847 1 241 1224 1387 2852 2852 1
962 2880 1802 860 139 2 6 71 2662 2662 1 2851 2851 1 238 1224 1388 2850 2850 1
963 2880 1788 869 139 1 8 75 2657 2655 3 2849 2849 1 238 1224 1390 2852 2852 1
964 2880 1752 856 163 1 6 102 2608 2608 1 2849 2849 1 243 1215 1398 2856 2856 1
965 2880 1822 893 99 1 5 60 2715 2714 2 2857 2857 1 248 1208 1410 2866 2866 1
966 2880 1817 895 99 1 5 63 2712 2712 1 2860 2860 1 242 1216 1405 2863 2863 1
967 2880 1842 911 61 1 3 62 2753 2753 1 2855 2855 1 240 1216 1406 2862 2862 1
968 2880 1836 901 76 1 7 59 2737 2736 2 2854 2854 1 244 1212 1402 2858 2858 1
969 2880 1831 906 68 0 5 70 2737 2736 2 2852 2852 1 238 1216 1402 2856 2856 1
970 2880 1826 890 88 0 9 67 2716 2716 1 2850 2850 1 242 1216 1399 2857 2857 1
971 2880 1818 868 112 2 15 65 2686 2686 1 2844 2844 1 239 1226 1387 2852 2852 1
972 2880 1803 852 139 1 8 77 2655 2655 1 2844 2844 1 241 1221 1391 2853 2853 1
973 2880 1814 896 97 1 8 64 2710 2710 1 2849 2849 1 243 1219 1392 2854 2854 1
974 2880 1821 891 96 0 7 65 2712 2711 2 2850 2850 1 240 1217 1396 2853 2853 1
975 2880 1824 891 94 0 3 68 2715 2714 2 2851 2851 1 241 1219 1395 2855 2855 1
976 2880 1801 890 110 2 4 73 2691 2691 1 2850 2850 1 239 1220 1396 2855 2855 1
977 2880 1828 888 89 0 5 70 2716 2715 2 2851 2851 1 239 1222 1394 2855 2855 1
978 2880 1825 895 84 1 4 71 2720 2720 1 2849 2849 1 240 1218 1396 2854 2854 1
979 2880 1817 840 144 1 10 68 2657 2656 2 2850 2850 1 240 1220 1395 2855 2855 1
980 2880 1791 871 139 1 2 76 2662 2662 1 2856 2856 1 241 1217 1396 2854 2854 1
981 2880 1817 894 100 1 4 64 2711 2710 2 2855 2855 1 240 1219 1396 2855 2855 1
982 2880 1819 889 97 0 6 69 2708 2708 1 2846 2846 1 242 1222 1384 2848 2848 1
983 2880 1807 887 106 1 8 71 2694 2694 1 2850 2850 1 242 1218 1391 2851 2851 1
984 2880 1798 851 141 1 6 83 2649 2649 1 2852 2852 1 242 1218 1392 2852 2852 1
985 2880 1789 859 150 2 8 72 2648 2648 1 2850 2850 1 240 1221 1396 2857 2857 1
986 2880 1796 904 101 0 12 67 2700 2700 1 2851 2851 1 240 1219 1395 2854 2854 1
987 2880 1805 894 101 2 5 73 2699 2699 1 2852 2852 1 241 1218 1396 2855 2855 1
988 2880 1822 906 72 1 5 74 2728 2728 1 2850 2850 1 241 1218 1395 2854 2854 1
989 2880 1827 902 80 2 4 65 2729 2729 1 2845 2845 1 240 1219 1394 2853 2853 1
990 2880 1815 836 149 3 5 72 2651 2651 1 2843 2843 1 242 1220 1392 2854 2854 1
991 2880 1812 853 131 1 4 79 2665 2664 2 2847 2847 1 245 1216 1392 2853 2853 1
992 2880 1802 824 161 4 7 82 2626 2625 2 2846 2846 1 248 1215 1387 2850 2850 1
993 2880 1778 804 192 4 8 94 2582 2582 1 2844 2844 1 243 1220 1382 2845 2845 1
994 2880 1765 845 167 1 11 91 2610 2609 2 2843 2843 1 242 1225 1379 2846 2846 1
995 2880 1758 857 158 1 9 97 2615 2614 2 2848 2848 1 242 1224 1381 2847 2847 1
996 2880 1781 883 128 2 10 76 2664 2663 2 2842 2842 1 240 1224 1382 2846 2846 1
997 2880 1670 821 258 0 6 125 2491 2491 1 2854 2854 1 243 1215 1401 2859 2859 1
998 2880 1765 874 133 2 3 103 2639 2639 1 2863 2863 1 246 1204 1419 2869 2869 1
999 2880 1826 879 109 1 3 62 2705 2704 2 2868 2868 1 242 1212 1417 2871 2871 1
1000 2880 1848 910 74 0 3 45 2758 2758 1 2866 2866 1 244 1210 1418 2872 2872 1
1001 2880 1861 913 64 0 4 38 2774 2774 1 2866 2866 1 243 1212 1415 2870 2870 1
